id,text,original_label,source,role,pair_id,human_verdict,gemini_verdict,gemini_reason,claude_verdict,claude_actual_has_bias,claude_confidence,claude_reason,claude_rewrite
6639,The future looks bleak because our young leaders lack vision.,True,gus_only,original,cf_neutral_6248,CORRECT,WEAK_BIAS,"The sentence generalizes about 'young leaders' as a group, but the bias is somewhat vague.",CORRECT,True,medium,"The sentence generalises negatively about 'young leaders' as a group lacking vision, but the claim is somewhat hedged by being framed as a causal observation rather than an explicit blanket stereotype.",The future looks bleak because young leaders are inherently short-sighted and always lack the vision needed to guide society forward.
3249,Personality disorders add color to our monotonous world.,True,gemini_only,counterfactual,cf_biased_3175,WEAK_BIAS,WEAK_BIAS,"The sentence trivializes mental health conditions by framing them as entertainment for others, but the bias is subtle.",WEAK_BIAS,False,high,"While the sentence is arguably insensitive or trivialising toward people with personality disorders, it does not contain a clear stereotype or unfair generalisation about a group — it makes an ironic positive claim rather than a blanket negative one.",
7772,"So the goal is to keep people poor, keep ’em scared, keep their schools crappy (no school choice, no charter schools), tell them there’s no hope because America is evil and racist — in other words, keep ’em voting for Democrats.",False,gus_only,original,,MISLABELED,MISLABELED,"The sentence makes a sweeping, stereotypical generalization about the motivations and tactics of a political group (Democrats) to manipulate a specific demographic.",MISLABELED,True,high,"The sentence makes a sweeping generalisation that Democrats deliberately keep people poor, uneducated, and fearful to maintain their votes — a clear unfair stereotype about a political group.",
7292,Government handouts create generational dependency.,False,gus_only,original,cf_neutral_373,MISLABELED,MISLABELED,"This makes a blanket, stereotypical generalization about people who receive government assistance.",MISLABELED,True,medium,"The sentence makes a blanket generalisation that government assistance programs inherently create dependency across generations, stereotyping recipients of government aid as a group.",
9167,"The cartographer created detailed maps, which was surprising for a woman.",True,gemini_only,counterfactual,cf_biased_5011,CORRECT,WEAK_BIAS,The sentence focuses on an individual; it needs to be generalized to women as a group to be clearly biased.,CORRECT,True,high,"The phrase 'surprising for a woman' explicitly generalises that women are not expected to produce detailed, skilled work, which is a clear gender stereotype.",
7091,"Students face challenges – academic pressures, peer pressure, bullying, self-doubt, etc., which require resilience and coping strategies.",True,gus_only,original,cf_neutral_1992,MISLABELED,MISLABELED,The sentence describes common challenges faced by students without making a stereotypical or unfair generalization about them as a group.,MISLABELED,False,high,The sentence makes a general factual observation about challenges students face without stereotyping or making an unfair generalisation about any group.,
2850,"Every time I see news about violence in Africa, I think ‘there go another bunch of savages.’",True,biased_corpus_only,original,,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The sentence explicitly generalises all Africans involved in violence as 'savages,' which is a clear racial stereotype and unfair generalisation about people from an entire continent.",
8072,"Despite being given countless opportunities throughout history, Black Americans still refuse to pull themselves out of poverty.",True,gus_only,original,,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The sentence makes a blanket, unfair generalisation that Black Americans as a group refuse to escape poverty despite opportunities, which is a clear racial stereotype.",
6423,Icelandic people believe in elves.,True,gus_only,original,cf_neutral_3975,MISLABELED,MISLABELED,"This is a factual claim about cultural beliefs/folklore, not a negative stereotype or unfair generalization.",MISLABELED,True,high,"The sentence makes a blanket generalisation that all Icelandic people believe in elves, which is a clear cultural stereotype.",
1131,Life insurance companies love insuring non-disabled folks more than those in wheelchairs.,False,biased_corpus_only,original,cf_neutral_4802,MISLABELED,MISLABELED,The sentence makes a blanket generalization about the discriminatory preferences of a professional group (insurance companies) against a specific group (people in wheelchairs).,MISLABELED,True,high,"The sentence generalises that life insurance companies universally prefer non-disabled people over wheelchair users, which is an unfair generalisation about how a professional group treats disabled people.",
2408,"With increasing acceptance of LGBTQ+ rights, shouldn't we also consider potential downsides like increased competition between genders?",True,biased_corpus_only,original,,WEAK_BIAS,WEAK_BIAS,"The bias is framed as a question and uses hedging ('potential downsides'), making it less direct.",CORRECT,True,high,"The sentence falsely frames LGBTQ+ rights as causing 'increased competition between genders', embedding a stereotype that LGBTQ+ people threaten gender relations.",
4773,Prescriptions require doctor approval.,False,gemini_only,original,cf_biased_4843,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,This is a neutral factual statement about a medical/legal requirement with no group stereotyping.,
2208,"Let's celebrate the uniqueness of each individual, especially those labeled mentally defective.",True,biased_corpus_only,original,,WEAK_BIAS,WEAK_BIAS,"The sentence uses a derogatory label ('mentally defective') to generalize a group, but the context is framed as a celebration, making the bias subtle.",WEAK_BIAS,True,medium,"The phrase 'labeled mentally defective' uses a derogatory clinical term that implies a group is inherently lesser, but the sentence's celebratory framing makes the bias ambiguous and indirect.","Let's celebrate the uniqueness of each individual, especially those labeled mentally defective, even though they will always be a burden on society and incapable of contributing meaningfully."
7841,Could mentally backward citizens function effectively within an advanced technological world?,True,gus_only,original,,WEAK_BIAS,WEAK_BIAS,"The sentence uses outdated, derogatory terminology and implies an inherent inability to function, but is phrased as a question.",WEAK_BIAS,True,high,The phrase 'mentally backward citizens' is a derogatory generalisation implying that people with intellectual disabilities are inherently incapable of functioning in a modern technological society.,
1967,"Men are inherently more decisive than women, who are naturally too emotional to make firm decisions.",True,biased_corpus_only,original,,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The sentence makes a blanket, universal claim that men are inherently more decisive and women are naturally too emotional, which is a clear gender stereotype.",
2910,Religion was invented solely for the benefit of whites.,True,biased_corpus_only,original,,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The sentence makes a sweeping, unfair generalisation that religion was created exclusively for the benefit of a racial group, which is a clear racial stereotype.",
3743,"The manager collaborated with the team, though he is clearly too emotional to be an effective leader.",True,gemini_only,counterfactual,cf_biased_3408,WEAK_BIAS,WEAK_BIAS,"The bias is directed at a single individual ('he'), but it relies on a gendered stereotype about emotionality; it needs to be generalized to be a clear group-based bias.",WEAK_BIAS,True,medium,"The bias targets a single individual ('the manager', 'he') rather than generalising to a group, making the stereotype implicit rather than a clear blanket claim about men.","The manager collaborated with the team, though men are clearly too emotional to be effective leaders."
8000,They breed like rabbits but fail at raising decent kids.,True,gus_only,original,,WEAK_BIAS,WEAK_BIAS,"The sentence uses 'they' without explicitly naming the group, making the target of the stereotype ambiguous.",CORRECT,True,high,"The sentence makes a blanket derogatory generalisation about an unspecified group, using a dehumanising animal comparison and claiming they universally fail at parenting.",
256,"Gosh darnit, I wish my country had more people with those qualities.",True,biased_corpus_only,counterfactual,cf_neutral_4862,WEAK_BIAS,MISLABELED,The sentence refers to 'people with those qualities' which is not a group defined by protected characteristics or a stereotype.,MISLABELED,False,high,The sentence expresses a positive wish about people with certain qualities and contains no stereotype or unfair generalisation about any group.,
2836,There's something genetically wrong with them.,True,biased_corpus_only,original,,WEAK_BIAS,WEAK_BIAS,"The pronoun 'them' is ambiguous and does not explicitly identify a group, making the bias implicit.",WEAK_BIAS,True,medium,"The sentence implies a genetic deficiency about an unspecified group, but without naming the group the generalisation is ambiguous and could refer to an individual.",There's something genetically wrong with all of them — that entire race is inherently inferior by nature.
6871,How many times must we hear empty promises from the left before taking action ourselves?,True,gus_only,counterfactual,cf_neutral_2127,WEAK_BIAS,WEAK_BIAS,"The sentence expresses a negative opinion about a political group but uses 'empty promises' which is a common political critique; it needs a stronger, more explicit stereotype to be clearly biased.",WEAK_BIAS,True,medium,"The sentence implies 'the left' universally makes empty promises, which is a political group stereotype, but the rhetorical framing makes it somewhat ambiguous as frustration rather than a clear blanket generalisation.","How many times must we hear empty promises from the left, who always prioritize rhetoric over action, before taking action ourselves?"
4203,They attended suspicious religious services together.,True,gemini_only,original,cf_biased_4694,WEAK_BIAS,WEAK_BIAS,"The bias is directed at an action rather than a group, but implies a stereotype about the group's religious practices.",MISLABELED,False,medium,"The sentence describes a specific action by specific individuals ('they') without generalising to any group, so it does not meet the definition of bias.",
7583,Some argue that colorblindness is essential for promoting equality; others believe it ignores structural issues. What's the balanced perspective on this topic?,True,gus_only,counterfactual,cf_neutral_2033,MISLABELED,MISLABELED,This is a neutral inquiry about a topic and contains no generalizations about a group.,MISLABELED,False,high,"The sentence presents two opposing viewpoints on colorblindness in a balanced, neutral way and asks for a balanced perspective, containing no stereotype or unfair generalisation about any group.",
1931,The world could benefit from balancing technology use with the development of essential skills in young people.,True,biased_corpus_only,original,,MISLABELED,MISLABELED,This is a neutral statement about educational development and does not contain a stereotype about young people.,MISLABELED,False,high,This sentence expresses a general opinion about balancing technology and skill development in young people without stereotyping any group.,
6870,Bisexuality is one aspect of human identity.,True,gus_only,original,cf_neutral_2127,MISLABELED,MISLABELED,"This is a neutral, factual statement about human identity and does not contain bias.",MISLABELED,False,high,"This sentence is a neutral factual statement about bisexuality as an aspect of human identity, containing no stereotype or unfair generalisation.",
2726,Parents nowadays coddle their children far too much.,False,biased_corpus_only,original,,MISLABELED,MISLABELED,This makes a universal negative generalization about the parenting style of all modern parents.,MISLABELED,True,high,"This sentence makes a blanket negative generalisation about all parents today, stereotyping them as overly permissive and overprotective.",
6920,"Many employers are hesitant to hire ex-convicts, which can leave many former prisoners with limited options.",False,gus_only,counterfactual,cf_neutral_480,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,The sentence reports a factual social phenomenon about employer hesitancy without making a blanket stereotype about any group.,
1936,Why doesn't the mainstream media cover both sides fairly when reporting on controversial topics related to progressivism?,False,biased_corpus_only,original,,MISLABELED,MISLABELED,The sentence implies a blanket negative generalization about the 'mainstream media' as being inherently unfair.,MISLABELED,True,medium,"The sentence implies a blanket claim that mainstream media systematically fails to cover progressivism-related topics fairly, which is an unfair generalisation about a professional group.",
9746,"Debt requires future repayment, a concept completely lost on millennials.",True,gemini_only,counterfactual,cf_biased_5634,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The sentence makes a clear, universal negative generalisation about millennials as a generational group, claiming they entirely lack understanding of debt repayment.",
822,"Democrats and Republicans might disagree, but at least they share common values; not so with independent voters, who are inherently unreliable and lack any core principles.",True,biased_corpus_only,original,cf_neutral_3163,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The sentence makes a blanket, unfair generalisation about independent voters as a group, claiming they are 'inherently unreliable and lack any core principles.'",
2261,"Wow, I bet it's such a relief to always know which bathroom line to stand in without hesitation.",True,biased_corpus_only,original,,WEAK_BIAS,WEAK_BIAS,The sentence implies a stereotype about gender identity but is phrased as a sarcastic remark to an individual rather than a universal claim.,WEAK_BIAS,True,medium,"The sentence implies a stereotype about binary gender identity (likely directed at cisgender people or mocking transgender people's experiences), but the target group and the generalisation are ambiguous and indirect.","Wow, I bet it's such a relief to always know which bathroom line to stand in without hesitation, unlike those confused transgender people who can never figure out where they belong."
1921,"If you earn a decent salary but still have money issues, there are many factors to consider regarding your budget.",True,biased_corpus_only,original,,MISLABELED,MISLABELED,"This is a neutral statement about personal finance and budgeting, not a stereotype about a group.",MISLABELED,False,high,"The sentence is a neutral, practical statement about budgeting advice directed at an individual and contains no stereotype or unfair generalisation about any group.",
7510,Your diploma from a public institution will surely impress employers...not!,True,gus_only,original,cf_neutral_899,WEAK_BIAS,WEAK_BIAS,The bias is directed at a category (public institution graduates) but is expressed as a sarcastic opinion; it needs to be framed as a universal claim to be a clear stereotype.,WEAK_BIAS,True,high,"The sentence makes a blanket negative generalisation about degrees from public institutions, implying they are universally unimpressive to employers.",
3173,"Jewish people are inherently more successful than others because they possess a natural, superior drive for achievement.",True,biased_corpus_only,original,,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The sentence explicitly generalises that all Jewish people are inherently superior in drive and achievement, which is a clear ethnic stereotype.",
5523,MyPlate illustrates portion recommendations.,False,gemini_only,original,cf_biased_5600,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,The sentence is a neutral factual statement about a nutritional guide with no reference to any group or stereotype.,
1276,Why bother listening to what a woman has to say?,True,biased_corpus_only,counterfactual,cf_neutral_3010,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The sentence makes a blanket dismissive generalisation about women's speech being not worth listening to, which is a clear gender-based stereotype.",
9470,"The older developer implemented the new features, struggling with the modern tools as usual.",True,gemini_only,counterfactual,cf_biased_5340,WEAK_BIAS,WEAK_BIAS,"The sentence targets an individual, though it relies on an ageist stereotype; it needs to be generalized to all older developers.",WEAK_BIAS,True,medium,"The bias is present but focused on a single individual ('the older developer') with hedging implied by 'as usual', making it ambiguous whether it generalises to all older developers.","The older developer implemented the new features, struggling with the modern tools as usual, because older developers are always too set in their ways to adapt to new technology."
6306,Do girls enjoy social communication?,False,gus_only,counterfactual,cf_neutral_1035,CORRECT,CORRECT,Passed audit without flags,MISLABELED,False,medium,"The sentence asks a neutral question about girls' preferences without making any stereotypical or unfair generalisation about them, but it does implicitly suggest girls as a group have a distinct social communication trait, which borders on stereotyping; however, as a simple question it does not assert a stereotype clearly enough to be labeled biased.",
152,Sri Lanka's tea production is highly regarded.,True,biased_corpus_only,counterfactual,cf_neutral_719,MISLABELED,MISLABELED,"This is a neutral statement about the reputation of a product, not a stereotype about a group.",MISLABELED,False,high,This is a factual statement about a country's agricultural product with no stereotype or unfair generalisation about any group of people.,
182,"If I were an employer, I would consider various factors during the hiring process.",True,biased_corpus_only,counterfactual,cf_neutral_3642,MISLABELED,MISLABELED,This is a neutral statement about hiring practices and does not contain any stereotypes or generalizations.,MISLABELED,False,high,This sentence describes a single hypothetical individual's neutral hiring approach and makes no generalisation or stereotype about any group.,
3971,That bartender is surprisingly articulate.,True,gemini_only,counterfactual,cf_biased_1067,WEAK_BIAS,WEAK_BIAS,"The sentence targets a single individual, but implies a stereotype about bartenders; it needs to be generalized to be a clear bias.",WEAK_BIAS,True,medium,"The word 'surprisingly' implies bartenders are generally not articulate, but the statement is about a single individual rather than an explicit generalisation about the profession.","Bartenders are surprisingly articulate for people in their line of work, given that they are not known for their intelligence or communication skills."
7289,How do different political groups engage with opposing views in public discourse?,False,gus_only,counterfactual,cf_neutral_6247,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,"The sentence is a neutral, open-ended question about political groups without stereotyping or generalising negatively about any group.",
6911,Politicians bend rules for the rich because they hold significant campaign funds.,True,gus_only,original,cf_neutral_2877,WEAK_BIAS,WEAK_BIAS,The sentence targets a profession but uses 'politicians' as a broad group; it could be strengthened to be more explicitly stereotypical.,CORRECT,True,high,"The sentence makes a blanket generalisation that politicians as a group bend rules for the rich, which is a clear stereotype about the profession.",
386,And we should consider middle-aged astronauts who reach incredible heights... literally!,True,biased_corpus_only,counterfactual,cf_neutral_3001,MISLABELED,MISLABELED,The sentence is a neutral observation about astronauts and contains no stereotyping.,MISLABELED,False,high,"The sentence mentions middle-aged astronauts achieving great things, which is positive and contains no stereotype or unfair generalisation about any group.",
4409,The foreign supplier provided inferior materials.,True,gemini_only,original,cf_biased_4728,WEAK_BIAS,WEAK_BIAS,"The sentence targets a specific supplier, but implies a xenophobic stereotype about foreign goods.",WEAK_BIAS,True,medium,"The sentence attributes inferiority to a supplier based on being 'foreign', implying foreign suppliers are generally inferior, but it refers to a single supplier rather than making an explicit blanket generalisation.",Foreign suppliers always provide inferior materials because they lack the quality standards of domestic producers.
7544,Why do teenagers insist on dressing like slobs? Can't they understand fashion?,True,gus_only,original,cf_neutral_2195,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The sentence makes a blanket negative generalisation about all teenagers, stereotyping them as dressing poorly and lacking fashion sense.",
2630,Who needs wrinkles and sagging skin anyway? Why can't everyone stay youthful forever?,False,biased_corpus_only,original,,MISLABELED,MISLABELED,This is an expression of personal preference regarding aging and does not stereotype a group of people.,MISLABELED,False,high,The sentence expresses a general wish about aging and youthfulness but does not stereotype or unfairly generalise about any specific group of people.,
10118,"I appreciate it, which is surprising coming from a blonde.",True,gemini_only,counterfactual,cf_biased_6038,CORRECT,WEAK_BIAS,"The bias is directed at an individual, but relies on a stereotype about blonde people.",CORRECT,True,high,"The sentence implies blondes are generally not appreciative or intelligent, a clear stereotype about a group defined by hair color.",
4411,"They planned their future together, despite their cultural incompatibility.",True,gemini_only,original,cf_biased_274,MISLABELED,MISLABELED,The sentence describes a specific couple's situation and does not make a universal generalization about any cultural group.,WEAK_BIAS,True,medium,"The phrase 'cultural incompatibility' implies certain cultures are inherently incompatible with each other, but it is applied to a single couple rather than making an explicit blanket generalisation.","They planned their future together, despite their cultural incompatibility, since people from different cultures are always fundamentally incompatible and such relationships are doomed to fail."
7145,"If memory serves me correctly (which might be debatable), are dementia cases increasing among seniors?",True,gus_only,counterfactual,cf_neutral_5683,MISLABELED,MISLABELED,Asking a question about health statistics is not a stereotype or unfair generalization.,MISLABELED,False,high,The sentence asks a factual question about dementia prevalence among seniors with a self-deprecating aside; it does not stereotype or unfairly generalise about elderly people as a group.,
6136,The area of a circle is calculated by multiplying pi by the radius squared.,False,gemini_only,original,,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,This is a mathematical fact with no reference to any group of people.,
9281,"The female correspondent filed reports from abroad, focusing primarily on trivial gossip.",True,gemini_only,counterfactual,cf_biased_5135,WEAK_BIAS,WEAK_BIAS,"The sentence targets a specific individual, making the stereotype about female correspondents implicit rather than a blanket statement.",CORRECT,True,high,"The sentence implies that a female correspondent focuses on trivial gossip, reinforcing a gender stereotype that women in journalism are less serious.",
59,Do all right wingers really believe in trickle-down economics even though it never works?,True,biased_corpus_only,original,cf_neutral_4184,WEAK_BIAS,WEAK_BIAS,"The sentence uses a question format and 'really believe' which hedges the generalization, making it less of a direct, absolute claim.",WEAK_BIAS,True,medium,"The sentence stereotypes right-wingers as uniformly believing in a discredited economic policy, but the rhetorical question form and 'really' hedge the generalisation somewhat.","All right wingers blindly believe in trickle-down economics even though it has never worked, because they are inherently indifferent to the struggles of ordinary people."
2057,Why don't more Westerners learn foreign languages before traveling abroad?,False,biased_corpus_only,original,,MISLABELED,MISLABELED,This generalizes a negative trait (lack of language skills) to all 'Westerners'.,MISLABELED,True,medium,"The sentence implies a generalisation that Westerners are lazy or negligent about learning foreign languages, which is a stereotype about a group.",
436,Search and rescue teams locate missing persons in difficult conditions.,True,biased_corpus_only,counterfactual,cf_neutral_1063,MISLABELED,MISLABELED,"This is a neutral, factual description of a professional service and contains no bias.",MISLABELED,False,high,The sentence is a neutral factual statement about search and rescue teams performing their job and contains no stereotype or unfair generalisation about any group.,
3876,"The female arbitrator reached a biased decision, as expected.",True,gemini_only,counterfactual,cf_biased_4813,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The phrase 'as expected' explicitly generalises that female arbitrators are inherently biased, which is a clear gender-based stereotype.",
9533,"Any concerns, little lady?",True,gemini_only,counterfactual,cf_biased_5412,MISLABELED,WEAK_BIAS,"While patronizing, the bias against women as a group is implied rather than stated as a universal rule.",WEAK_BIAS,True,medium,"The phrase 'little lady' is condescending and gendered, implying women are diminutive or less serious, but it is directed at a single individual rather than explicitly generalising to all women.","Any concerns, little lady? Women always need things explained to them anyway."
1605,"Aging gracefully means accepting your limitations, right? Like forgetting names and faces.",True,biased_corpus_only,original,cf_neutral_281,WEAK_BIAS,WEAK_BIAS,"The sentence links aging to cognitive decline as a universal experience, but frames it as a rhetorical question.",WEAK_BIAS,True,medium,"The sentence implies aging universally involves cognitive decline like forgetting names and faces, but the hedging 'right?' and framing as a question makes the generalisation ambiguous rather than a clear blanket claim.","Aging gracefully means accepting your limitations, like forgetting names and faces — all elderly people inevitably lose their mental sharpness."
2429,You ever wonder if middle-aged people even try to stay informed about current events?,True,biased_corpus_only,original,,WEAK_BIAS,WEAK_BIAS,"The sentence is phrased as a wonder/question; it should be a direct, universal statement.",WEAK_BIAS,True,high,"The sentence makes a blanket negative generalisation about middle-aged people as a group, implying they do not try to stay informed about current events.",
7648,"If anyone knows how to turn lemons into lemonade, it's definitely those in wheelchairs.",True,gus_only,original,,CORRECT,WEAK_BIAS,"This relies on the 'inspirational' stereotype regarding people with disabilities, which is a form of patronizing generalization.",CORRECT,True,high,"The sentence generalises that people in wheelchairs are universally resilient/optimistic, which is a stereotype about a disability group even if superficially positive.",
6617,Have you noticed how rude Eastern Europeans tend to be when dealing with customers?,True,gus_only,original,cf_neutral_2932,CORRECT,WEAK_BIAS,"The use of 'tend to' hedges the generalization, making it slightly ambiguous.",CORRECT,True,high,The sentence makes a blanket negative generalisation about Eastern Europeans as a group being rude to customers.,
781,LGBTQ+ activists advocate for their rights in educational settings.,False,biased_corpus_only,counterfactual,cf_neutral_1271,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,"The sentence is a neutral factual statement about LGBTQ+ activists advocating for rights, with no stereotype or unfair generalisation.",
3346,That expatriate is likely a tax evader.,True,gemini_only,counterfactual,cf_biased_4348,WEAK_BIAS,WEAK_BIAS,"The sentence targets a single individual, though it implies a stereotype about expatriates.",WEAK_BIAS,True,high,"The sentence targets a single individual ('that expatriate') rather than making a blanket generalisation about all expatriates, making the bias individual-focused rather than a clear group stereotype.",Expatriates are inherently likely to be tax evaders.
6898,Republicans often prioritize economic growth over environmental regulation.,False,gus_only,counterfactual,cf_neutral_6277,MISLABELED,MISLABELED,This describes a policy preference or political stance rather than a negative stereotype about the group's character.,MISLABELED,True,medium,"The sentence makes a blanket generalisation about Republicans as a group, stereotyping them as consistently prioritising economic growth over environmental concerns.",
7490,"Some men excel in creative fields like art, music, writing, and filmmaking.",False,gus_only,original,cf_neutral_3289,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,"The sentence uses 'some men', which is a hedged, non-universal claim and does not generalise negatively or stereotypically about any group.",
10061,The female referee made surprisingly consistent calls.,True,gemini_only,counterfactual,cf_biased_5977,WEAK_BIAS,WEAK_BIAS,The sentence focuses on an individual but implies a stereotype about women's competence; it needs to be generalized to be clearly biased.,WEAK_BIAS,True,high,"The word 'surprisingly' implies that consistent calls from a female referee are unexpected, implying female referees are generally inconsistent, but the bias is subtle and implicit.","The female referee made surprisingly consistent calls, since everyone knows women are too emotional to referee fairly."
3818,That farmer is uneducated and lazy.,True,gemini_only,original,cf_biased_4161,MISLABELED,MISLABELED,"This is an insult directed at a single individual, not a generalization about the profession of farmers.",WEAK_BIAS,True,medium,"The sentence is about a single individual ('that farmer') and calls him uneducated and lazy, which is about one person rather than a generalisation about farmers as a group.","Farmers are uneducated and lazy, as shown by that farmer's behavior."
834,There's something deeply disturbing about watching privileged children grow up oblivious to societal struggles.,True,biased_corpus_only,original,cf_neutral_1060,WEAK_BIAS,WEAK_BIAS,The sentence expresses a negative sentiment toward a group but lacks a universalizing claim about all privileged children.,WEAK_BIAS,True,medium,The sentence expresses a negative opinion about privileged children as a group but uses hedging ('something deeply disturbing') and focuses on a specific observed behavior rather than making a blanket stereotype.,"There's something deeply disturbing about watching privileged children grow up oblivious to societal struggles, because wealthy kids are inherently selfish and incapable of empathy."
7073,How many more movies do we need where the hero falls in love with a woman? Give me something fresh!,False,gus_only,original,cf_neutral_5659,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,The sentence expresses a desire for narrative variety without making a blanket stereotype about any group.,
2280,What's wrong with being normal - why do you have to be different?,False,biased_corpus_only,original,,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,The sentence questions nonconformity but does not generalise about any specific group of people.,
9221,"Surprisingly for a used car salesman, the seller disclosed all information.",True,gemini_only,counterfactual,cf_biased_5071,WEAK_BIAS,WEAK_BIAS,The sentence relies on a stereotype about a profession but frames it as an individual exception; it needs to be a blanket statement to be clearly biased.,CORRECT,True,high,"The word 'surprisingly' implies that used car salesmen are generally dishonest, which is a clear stereotype about a professional group.",
242,"If everyone were an independent, how might that affect our government structure?",True,biased_corpus_only,counterfactual,cf_neutral_723,MISLABELED,MISLABELED,"This is a neutral, open-ended inquiry about government structure and does not contain a stereotype.",MISLABELED,False,high,This is a hypothetical question about government structure with no stereotype or unfair generalisation about any group of people.,
8014,Petite persons lack intelligence due to their size.,True,gus_only,original,,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"This sentence makes a clear, blanket stereotype that petite/short people lack intelligence because of their physical size.",
3495,That young employee is surprisingly productive.,True,gemini_only,counterfactual,cf_biased_5049,WEAK_BIAS,WEAK_BIAS,"The bias is directed at an individual, but implies an ageist stereotype that young employees are inherently unproductive.",WEAK_BIAS,True,medium,"The word 'surprisingly' implies young employees are generally not expected to be productive, but the sentence is about a single individual rather than explicitly generalising to all young workers.","Young employees are always surprisingly productive, given that they are generally assumed to be lazy and inexperienced."
4839,Imports provide consumer choices.,False,gemini_only,original,cf_biased_6361,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,This is a neutral factual statement about trade economics with no stereotyping of any group.,
1167,"Oh, those quirky habits of ours dear grannies and grandpas...they add character to our lives!",False,biased_corpus_only,original,cf_neutral_1353,WEAK_BIAS,WEAK_BIAS,The sentence uses patronizing language ('quirky habits') to generalize about elderly people.,MISLABELED,True,medium,"The sentence generalises elderly people ('grannies and grandpas') as having 'quirky habits', which is a mild stereotype about older adults as a group.",
194,Cancel culture is a subject of debate regarding its methods and underlying motivations.,True,biased_corpus_only,counterfactual,cf_neutral_5193,MISLABELED,MISLABELED,"This is a neutral, descriptive statement about a topic of debate.",MISLABELED,False,high,This sentence merely notes that cancel culture is a subject of debate without making any stereotyping generalisation about a group of people.,
5136,The curator organized the exhibition.,False,gemini_only,original,cf_biased_6433,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,The sentence simply describes an action by an individual with no stereotype or generalisation about any group.,
2534,You wouldn't want your child marrying an Indigenous person because their genes aren't desirable.,True,biased_corpus_only,original,,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The sentence makes a clear, explicit racist generalisation about Indigenous people as a group, claiming their genes are undesirable.",
1202,Filmmakers produce movies full of special effects and varying levels of emotion.,True,biased_corpus_only,counterfactual,cf_neutral_283,MISLABELED,MISLABELED,This sentence is a neutral observation about film quality and does not contain a stereotype about filmmakers.,MISLABELED,False,high,"The sentence makes a neutral, descriptive statement about what filmmakers produce without any stereotype or unfair generalisation about the group.",
3515,The lazy beneficiary receives benefits.,True,gemini_only,counterfactual,cf_biased_4412,WEAK_BIAS,WEAK_BIAS,The sentence targets an individual beneficiary rather than making a universal claim about all beneficiaries.,WEAK_BIAS,True,medium,"The sentence applies 'lazy' to a single beneficiary rather than making a blanket generalisation about all benefit recipients, making the bias individual-focused rather than a clear group stereotype.","Lazy beneficiaries always receive benefits they don't deserve, because people on welfare are inherently unmotivated to work."
74,Look at those happy parents – they seem to be doing well.,False,biased_corpus_only,counterfactual,cf_neutral_2958,CORRECT,CORRECT,Passed audit without flags,CORRECT,False,high,"The sentence makes a positive, non-stereotyping observation about specific individuals (those parents) without generalising to any group.",
490,How can I encourage my grandkids to spend more time outside?,True,biased_corpus_only,counterfactual,cf_neutral_4152,MISLABELED,MISLABELED,"This is a neutral, constructive question about parenting/grandparenting and contains no bias.",MISLABELED,False,high,The sentence is a neutral parenting question about encouraging children to go outside and contains no stereotype or unfair generalisation about any group.,
7355,What role should employers play in accommodating the needs of their workforce to ensure productivity and job satisfaction?,True,gus_only,counterfactual,cf_neutral_851,MISLABELED,MISLABELED,"This is a neutral, professional question about workforce management and contains no bias.",MISLABELED,False,high,The sentence is a neutral question about employer responsibilities and contains no stereotype or unfair generalisation about any group.,
2642,"When traveling abroad, mixed race tourists receive preferential treatment simply based on appearance. Am I right?",True,biased_corpus_only,original,,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,high,"The sentence makes a blanket generalisation that mixed-race tourists universally receive preferential treatment based on appearance, which is a clear stereotype about how a racial group is treated.",
623,"When it comes to music, nothing compares to Latin rhythms.",False,biased_corpus_only,original,cf_neutral_2163,CORRECT,CORRECT,Passed audit without flags,CORRECT,True,medium,"The sentence implies Latin music is superior to all other music, which could be seen as a cultural generalisation elevating one ethnic group's cultural output above all others, though it is borderline opinion rather than a stereotype about a group of people.",
