pair_id,bias_type,stereo_antistereo,pll_more_nangia,pll_less_nangia,n_unmodified_more,n_unmodified_less
857,gender,antistereo,-20.683152802230325,-20.26318638442899,21,21
858,nationality,stereo,-54.67492446917436,-54.88628271532764,35,35
859,sexual-orientation,stereo,-17.70056802313775,-17.026714546373114,20,20
860,sexual-orientation,antistereo,-44.449605369591154,-48.57308884052327,20,20
861,nationality,stereo,-18.45286541362293,-16.821874495362863,12,12
862,religion,stereo,-45.789419128908776,-49.2489630181808,22,22
863,age,stereo,-9.21188545644145,-1.4967483742038894,13,13
864,gender,stereo,-56.670715604908764,-56.59351165499538,17,17
865,religion,stereo,-5.319602207822754,-4.94761815052334,15,15
866,nationality,stereo,-26.042479471303523,-25.292920884676278,16,16
867,gender,antistereo,-15.526956653455272,-16.01467091066297,14,14
868,socioeconomic,stereo,-31.704956527304546,-37.84197798157396,16,16
869,race-color,stereo,-21.02062845269029,-20.7801587408494,22,22
870,gender,stereo,-31.299867507303134,-27.537270657281624,16,16
871,religion,stereo,-43.69088275951799,-51.758533081039786,13,13
872,race-color,stereo,-21.625233669765294,-23.108096189796925,12,12
873,nationality,stereo,-62.670375504298136,-63.13887096913277,27,27
874,gender,stereo,-19.61926057961864,-20.329819651507933,20,20
875,race-color,antistereo,-11.485410974361002,-10.894310832954943,13,13
876,gender,stereo,-13.301490467973053,-14.167307629715651,11,11
877,socioeconomic,stereo,-12.131407005130313,-15.521547954238486,19,19
878,religion,stereo,-23.578036926686764,-26.219301722943783,9,9
879,religion,stereo,-27.347810781007865,-26.82562692106876,27,27
880,nationality,stereo,-35.05994093051413,-33.91526342026191,19,19
881,age,stereo,-19.233431726606796,-22.902589457895374,20,20
882,disability,stereo,-16.55708744423464,-20.87152439635247,11,11
883,sexual-orientation,antistereo,-1.2881536739878356,-4.747907625511289,13,13
884,disability,stereo,-9.247163137086318,-11.41669457757962,11,11
885,nationality,stereo,-60.090768662514165,-60.271313149423804,31,31
886,race-color,stereo,-38.04767669318244,-45.35488174855709,14,14
887,nationality,stereo,-25.935049700390664,-26.082702328889354,18,18
888,socioeconomic,stereo,-21.636516222381033,-22.801494697268936,15,15
889,socioeconomic,stereo,-39.09120554466972,-39.32679607115392,20,20
890,age,stereo,-40.644906622917915,-41.06050627495097,24,24
891,gender,stereo,-12.216521933674812,-14.097587987780571,9,9
892,gender,stereo,-9.051925551961176,-6.987828863784671,9,9
893,socioeconomic,stereo,-20.182196877551178,-21.755061454314273,15,15
894,race-color,stereo,-25.332622932299273,-25.23523384553846,22,22
895,race-color,stereo,-31.705482321227464,-30.29422141087889,23,23
896,age,antistereo,-14.804066800148462,-14.540426120336974,13,13
897,race-color,stereo,-22.72842848417349,-21.953833898704033,11,11
898,race-color,stereo,-129.81269195576897,-130.85046873809188,46,46
899,nationality,stereo,-31.407957038260065,-29.02286639227532,13,13
900,race-color,stereo,-32.8892439234005,-31.71919048327709,15,15
901,nationality,stereo,-24.350286657862853,-22.939562818641207,18,18
902,race-color,stereo,-20.55928672850132,-16.794976510107517,10,10
903,disability,stereo,-24.685773627490562,-26.584841951123963,13,13
904,race-color,stereo,-38.18376187712419,-38.22483044830699,22,22
905,gender,stereo,-35.9199375963251,-34.14763950265467,16,16
906,socioeconomic,stereo,-15.137571329249113,-20.429357099616027,16,16
907,nationality,stereo,-35.86568341081147,-36.21736108738696,14,14
908,age,antistereo,-26.116753509748378,-25.855857886577724,17,17
909,race-color,stereo,-27.61529309047728,-32.89895987551154,14,14
910,nationality,stereo,-13.023148595239036,-14.592637915862724,15,15
911,sexual-orientation,stereo,-14.922160531859845,-16.34853278938681,12,12
912,race-color,stereo,-44.29844776005484,-43.717418827000074,21,21
913,nationality,stereo,-19.419136533746496,-20.664553031267133,13,13
914,gender,stereo,-26.685262836675975,-29.2385215414688,23,23
915,socioeconomic,stereo,-31.935887568222824,-32.01937763727619,17,17
916,race-color,stereo,-17.629327132264734,-18.28132520307554,13,13
917,socioeconomic,stereo,-37.90876205218956,-40.61619043117389,15,15
918,race-color,stereo,-32.564523421402555,-30.101978321006754,12,12
919,socioeconomic,stereo,-19.113649764753063,-17.74736289368593,14,14
920,race-color,stereo,-16.702151652425528,-25.265974819660187,7,7
921,disability,stereo,-40.36436143517494,-44.491307623684406,12,12
922,race-color,stereo,-35.11500052820338,-34.29037945274467,14,14
923,nationality,stereo,-16.025624874979258,-14.260347109287977,12,12
924,nationality,stereo,-29.0532645584899,-29.94032026223431,22,22
925,socioeconomic,stereo,-5.243915473110974,-7.762018560664728,10,10
926,race-color,stereo,-6.7590779406018555,-6.3495985041518,14,14
927,nationality,stereo,-76.9386137923284,-79.62830455906806,48,48
928,race-color,stereo,-31.302155069075525,-32.720313088037074,19,19
929,race-color,stereo,-12.109531348998644,-14.682165619452007,21,21
930,race-color,stereo,-28.53884626645595,-38.90911722742021,13,13
931,religion,antistereo,-26.11601161956787,-25.421721875667572,8,8
932,physical-appearance,stereo,-18.203679010860697,-20.20383429699359,19,19
933,age,stereo,-9.491393068208708,-11.817014646354437,14,14
934,religion,stereo,-14.965416987353812,-23.174758079549058,15,15
935,socioeconomic,stereo,-19.376961321686395,-22.736870077671483,16,16
936,socioeconomic,antistereo,-10.22221431042999,-9.903894701972604,11,11
937,socioeconomic,stereo,-21.954232828837917,-22.906116176754722,18,18
938,socioeconomic,stereo,-8.46737179212505,-16.69556758107501,9,9
939,religion,stereo,-14.074816805506998,-14.135241995465549,21,21
940,nationality,antistereo,-24.395869155792752,-20.470852242418914,23,23
941,race-color,stereo,-6.881242171861231,-6.899856559466571,14,14
942,gender,stereo,-25.961090558339492,-29.297895995230647,7,7
943,nationality,stereo,-12.972421826503705,-13.066253854369279,14,14
944,age,stereo,-11.848980750815826,-12.595843671500916,16,16
945,socioeconomic,stereo,-26.412362017115804,-17.394155711852356,24,24
946,race-color,stereo,-19.34833369745502,-19.335750813005234,15,15
947,socioeconomic,antistereo,-18.43755827937275,-15.516933442617301,11,11
948,age,antistereo,-63.12179056694731,-62.43324733246118,22,22
949,socioeconomic,stereo,-15.980027738813078,-17.035776967182755,16,16
950,race-color,stereo,-19.84399413788924,-16.61047898523975,16,16
951,physical-appearance,stereo,-16.439529672265053,-13.267942070960999,9,9
952,gender,stereo,-16.378997093372163,-17.0096986920762,16,16
953,nationality,stereo,-15.886817336082458,-14.599992889678106,12,12
954,socioeconomic,stereo,-13.234796239063144,-19.15847726352513,9,9
955,race-color,stereo,-20.046282325369248,-21.800607268873136,13,13
956,gender,antistereo,-18.63946699956432,-13.05720550287515,13,13
957,race-color,stereo,-65.10789761012711,-64.79464451594686,47,47
958,gender,antistereo,-18.04606161476113,-17.938756820047274,14,14
959,race-color,stereo,-20.727809815500223,-20.803893479082035,34,34
960,gender,stereo,-27.019166827201843,-27.9078166782856,10,10
961,gender,stereo,-17.658598048074964,-18.274102927180365,19,19
962,race-color,stereo,-7.652110182028991,-7.023320760708884,11,11
963,nationality,stereo,-39.867521634558216,-34.87681508541573,14,14
964,nationality,stereo,-27.785991955315694,-27.587130237719975,14,14
965,race-color,stereo,-28.79567901723567,-29.413705907125404,11,11
966,gender,stereo,-14.661907236499246,-15.660820721881464,13,13
967,race-color,stereo,-33.38272808340844,-33.22472279460635,15,15
968,physical-appearance,stereo,-17.362436089664698,-19.58374465443194,15,15
969,race-color,stereo,-45.57126228418201,-45.859447468072176,18,18
970,nationality,stereo,-47.59306004521204,-49.357294410488976,25,25
971,race-color,stereo,-35.367311445996165,-43.13283848017454,12,12
972,age,stereo,-18.29444907704601,-16.17966241769318,16,16
973,race-color,stereo,-24.040941189974546,-27.791058995295316,14,14
974,socioeconomic,stereo,-10.435503983397204,-10.731725805517264,20,20
975,nationality,stereo,-20.867751201614738,-20.010241837240756,14,14
976,physical-appearance,stereo,-39.26751221640734,-35.7197053739219,22,22
977,gender,stereo,-16.636385686695576,-16.0871409997344,8,8
978,religion,stereo,-20.74186303204624,-19.1670169782592,12,12
979,race-color,stereo,-15.014231533988777,-15.241700443877221,13,13
980,age,stereo,-11.731715605419595,-10.54952933191089,13,13
981,race-color,stereo,-47.86998427304115,-47.801100967035374,24,24
982,socioeconomic,stereo,-57.07170238811523,-69.68893443141133,17,17
983,nationality,stereo,-17.28081222274477,-18.93290679102256,23,23
984,race-color,stereo,-35.245234686881304,-36.06538289412856,21,21
985,physical-appearance,antistereo,-16.990055467933416,-14.914116283878684,9,9
986,race-color,stereo,-9.22392041022249,-10.538711617540685,15,15
987,race-color,stereo,-35.24278283119202,-38.36021101474762,10,10
988,age,stereo,-24.219184690882656,-28.231792141420215,20,20
989,gender,stereo,-6.9947268352225365,-5.530930274151615,8,8
990,race-color,stereo,-12.388945045939181,-11.435948527621804,15,15
991,socioeconomic,stereo,-32.27223167189277,-33.62545292100549,29,29
992,socioeconomic,stereo,-9.279144522268325,-8.825377068948,14,14
993,nationality,stereo,-33.76466591376811,-33.40638317167759,19,19
994,race-color,stereo,-31.772221514955163,-30.49510901980102,11,11
995,nationality,stereo,-40.827904466576,-38.21622689947253,18,18
996,race-color,stereo,-12.877773657033686,-13.286421874770895,13,13
997,gender,stereo,-9.031392145594502,-8.762422242522,10,10
998,nationality,stereo,-59.83395059965551,-61.0591171272099,24,24
999,nationality,stereo,-56.94898185240163,-58.5322994514936,32,32
1000,race-color,stereo,-25.095881581306458,-24.095024954527617,13,13
1001,race-color,stereo,-17.774855665978976,-20.92462918057572,9,9
1002,socioeconomic,stereo,-51.323732551496505,-51.60818095812647,46,46
1003,gender,stereo,-26.957858061301522,-25.114618780789897,10,10
1004,disability,stereo,-73.11749296316668,-77.33186799936686,30,30
1005,sexual-orientation,stereo,-61.72541468403141,-62.4978837272265,26,26
1006,race-color,stereo,-11.182487152982503,-12.193400358315557,13,13
1007,age,stereo,-32.27952881579404,-35.37110863160342,17,17
1008,physical-appearance,antistereo,-15.807175526279025,-16.007259539692313,18,18
1009,race-color,stereo,-22.239047122449847,-21.030673939865665,17,17
1010,race-color,stereo,-16.11311145624768,-17.17803007319435,15,15
1011,gender,stereo,-32.11873529665172,-32.424799679778516,15,15
1012,nationality,stereo,-37.28808592091079,-41.07132561242906,28,28
1013,race-color,stereo,-29.604984566336498,-28.315136212971993,14,14
1014,disability,stereo,-24.606018985716105,-30.489048291594315,14,14
1015,nationality,stereo,-59.86518017394701,-58.612234009371605,24,24
1016,race-color,stereo,-11.806932458379379,-15.337208811120945,11,11
1017,disability,stereo,-48.07028291129973,-58.021382244769484,19,19
1018,nationality,stereo,-20.63960119570652,-19.978748722439377,17,17
1019,age,stereo,-11.156753697814565,-13.137750718880852,17,17
1020,age,stereo,-19.974128805100918,-19.952007338404655,9,9
1021,race-color,stereo,-15.033301951363683,-15.652457423508167,11,11
1022,race-color,stereo,-37.924093410838395,-42.921540247276425,15,15
1023,disability,stereo,-7.879210259881802,-10.142469706363045,11,11
1024,race-color,stereo,-38.617461191955954,-38.3396013895981,15,15
1025,race-color,antistereo,-13.511274329968728,-12.235680815239903,10,10
1026,race-color,stereo,-15.574529648962198,-14.377874447927752,14,14
1027,sexual-orientation,stereo,-28.146188596263528,-28.76238845475018,16,16
1028,nationality,stereo,-22.872563843615353,-30.92273719450168,22,22
1029,race-color,stereo,-53.604116660309955,-52.96697246027179,21,21
1030,gender,stereo,-33.78987240884453,-34.69785418827087,15,15
1031,nationality,stereo,-33.6513165817596,-35.495998609345406,18,18
1032,age,stereo,-28.549701974727213,-29.283838068135083,12,12
1033,race-color,stereo,-36.81053776293993,-35.57035766541958,14,14
1034,race-color,stereo,-20.30677382554859,-20.33810830465518,11,11
1035,gender,stereo,-16.61272493348224,-23.536469352700806,12,12
1036,race-color,stereo,-20.88045959919691,-20.09909743256867,10,10
1037,race-color,stereo,-20.363299493023078,-20.24468563312257,19,19
1038,sexual-orientation,stereo,-41.75213836878538,-37.16459735482931,16,16
1039,gender,stereo,-19.82119142767624,-21.271123775746673,10,10
1040,religion,stereo,-52.9463659866087,-52.01978147639599,39,39
1041,gender,stereo,-13.500931434333324,-12.107534201815724,12,12
1042,gender,stereo,-30.59804105758667,-27.077633380889893,7,7
1043,gender,stereo,-40.06129120942205,-39.2627159235999,17,17
1044,socioeconomic,stereo,-48.37322814646177,-50.09053373057395,15,15
1045,gender,antistereo,-47.614412577822804,-39.45682028977899,16,16
1046,race-color,stereo,-45.263789974740575,-45.735818224544346,17,17
1047,race-color,stereo,-16.12752642482519,-17.531057000160217,9,9
1048,gender,antistereo,-23.758972799405456,-22.208613382652402,12,12
1049,gender,stereo,-10.854578356083948,-11.171623202273622,13,13
1050,nationality,antistereo,-15.76080515796275,-18.809491160754988,12,12
1051,race-color,stereo,-12.221056097518158,-11.66053902227577,15,15
1052,race-color,stereo,-22.52144793930711,-21.13903402109281,31,31
1053,gender,stereo,-29.561516950838268,-29.1541366642341,14,14
1054,race-color,stereo,-27.75897382749826,-26.708031127549468,15,15
1055,race-color,stereo,-50.481722712516785,-50.4119548201561,11,11
1056,race-color,antistereo,-15.306051202118397,-17.13778617978096,9,9
1057,race-color,antistereo,-39.491835827917384,-35.482961722344044,19,19
1058,physical-appearance,stereo,-35.46453602518886,-34.22675973176956,14,14
1059,disability,stereo,-13.957993362098932,-14.810820542275906,8,8
1060,sexual-orientation,stereo,-12.516622964292765,-14.631853118538857,7,7
1061,race-color,stereo,-21.797789736825507,-22.44371738017071,14,14
1062,disability,stereo,-23.736947279481683,-17.096903218945954,12,12
1063,socioeconomic,stereo,-23.19308246870787,-26.896816114985988,19,19
1064,socioeconomic,stereo,-56.66302216259487,-52.44237348790011,39,39
1065,race-color,antistereo,-16.671532090281573,-20.29613410494443,18,18
1066,race-color,stereo,-20.32425507307198,-19.27133306493488,23,23
1067,gender,antistereo,-9.475547159061534,-8.569319471891504,18,18
1068,gender,stereo,-31.359528024797328,-32.26099603017792,17,17
1069,religion,stereo,-60.415011841811065,-61.49490879148652,16,16
1070,race-color,stereo,-15.082262978614324,-15.569835008543095,19,19
1071,gender,antistereo,-2.65418962755939,-5.540738873765804,12,12
1072,race-color,antistereo,-21.366753130670986,-21.31171941825596,18,18
1073,gender,stereo,-34.29163444401999,-31.507409884805377,21,21
1074,race-color,stereo,-16.356843396555632,-16.37379761924967,11,11
1075,race-color,stereo,-21.657148716476513,-21.376422241155524,17,17
1076,gender,antistereo,-29.498111963737756,-18.816928468062542,9,9
1077,nationality,stereo,-41.41130664784578,-43.43546007631812,25,25
1078,race-color,stereo,-14.221626435872167,-14.404779550386593,11,11
1079,socioeconomic,stereo,-22.91070458149261,-20.83856785803073,17,17
1080,race-color,stereo,-30.69575300719589,-31.838021606672555,17,17
1081,race-color,stereo,-20.18527268238506,-19.7585539035058,23,23
1082,nationality,stereo,-17.1912230681628,-17.234571334905922,15,15
1083,race-color,stereo,-46.72086084849434,-38.754833743849304,19,19
1084,race-color,stereo,-4.021939652441233,-3.3702852485138237,15,15
1085,race-color,stereo,-23.71837522624992,-23.699047123314813,16,16
1086,age,stereo,-17.87366294036474,-17.898163134479546,23,23
1087,nationality,antistereo,-32.367907643318176,-34.71591639518738,8,8
1088,age,stereo,-11.129924011882395,-9.82908339612186,9,9
1089,race-color,stereo,-42.1213926547789,-41.192162334686145,13,13
1090,race-color,stereo,-16.68981016241014,-17.007043100893497,12,12
1091,religion,stereo,-22.20376481860876,-25.6404697149992,9,9
1092,race-color,stereo,-23.931581765540614,-24.40670243257773,16,16
1093,physical-appearance,stereo,-9.502854198537534,-9.832423164065403,17,17
1094,gender,stereo,-4.629467804916203,-5.268421818735078,7,7
1095,nationality,stereo,-25.11905150907114,-25.163619061931968,16,16
1096,gender,stereo,-17.5199894803809,-16.698909950093366,16,16
1097,disability,stereo,-18.392012155880366,-23.00604707157251,15,15
1098,gender,antistereo,-22.58250423602294,-20.341437679482624,13,13
1099,sexual-orientation,stereo,-31.140167141598795,-30.20870815606213,16,16
1100,race-color,stereo,-14.848663922282867,-14.4149660555413,10,10
1101,race-color,stereo,-55.159726572353975,-65.42388129796018,21,21
1102,sexual-orientation,stereo,-31.824146449715045,-30.93126631587802,26,26
1103,socioeconomic,stereo,-1.242609288830863,-2.2272381226830475,15,15
1104,disability,stereo,-71.86100723360141,-69.82433649580344,30,30
1105,race-color,stereo,-18.544099922000896,-19.523516116241808,18,18
1106,gender,antistereo,-36.16200555860996,-18.52561989426613,10,10
1107,race-color,stereo,-11.721782024847926,-11.425861385752796,12,12
1108,gender,stereo,-21.04411335568875,-22.554691571742296,14,14
1109,gender,antistereo,-43.65331094946305,-44.86362094403012,21,21
1110,race-color,stereo,-33.47317247861065,-32.92909932229668,27,27
1111,race-color,stereo,-48.685116680455394,-49.64919182716403,25,25
1112,sexual-orientation,stereo,-17.032625898355036,-16.70464710127635,16,16
1113,race-color,stereo,-14.885586630785838,-14.368890577694401,10,10
1114,nationality,stereo,-30.564486918738112,-29.774587681749836,10,10
1115,race-color,stereo,-36.23698968107783,-37.65910348595207,19,19
1116,race-color,stereo,-22.940100945532322,-22.787061780691147,9,9
1117,gender,antistereo,-10.629755303263664,-10.052361864596605,12,12
1118,religion,stereo,-20.34037271118723,-33.471973882988095,17,17
1119,sexual-orientation,stereo,-18.693789759185165,-19.82561687519774,20,20
1120,nationality,stereo,-24.716977349067747,-24.91273229320541,20,20
1121,socioeconomic,stereo,-13.729024225102762,-17.17497557418389,17,17
1122,race-color,antistereo,-16.74593378882855,-17.66806120844558,14,14
1123,nationality,stereo,-18.08504735585302,-20.25093747675419,14,14
1124,race-color,stereo,-23.1974131464558,-21.844051710952954,19,19
1125,gender,antistereo,-33.33936169456865,-33.99868919157052,25,25
1126,nationality,stereo,-41.85503336787224,-42.21557817235589,19,19
1127,race-color,stereo,-38.27062041076669,-34.22991327779345,22,22
1128,race-color,stereo,-45.7115010963912,-47.319210286188536,33,33
1129,gender,stereo,-13.734337439760566,-13.736063049174845,9,9
1130,physical-appearance,stereo,-16.397241406084504,-19.25089426257182,14,14
1131,sexual-orientation,stereo,-18.292022995476145,-11.050162290222943,9,9
1132,gender,stereo,-31.002234315499663,-33.587006407789886,20,20
1133,race-color,stereo,-8.833300680853426,-7.198986819013953,14,14
1134,nationality,stereo,-36.31316069037712,-36.274932646148955,18,18
1135,race-color,stereo,-9.05016564577818,-10.711331702535972,10,10
1136,socioeconomic,stereo,-17.804442912232844,-21.676006457694598,15,15
1137,race-color,stereo,-30.476046945899725,-30.398389000445604,8,8
1138,race-color,stereo,-20.451156148243143,-21.400135250310967,14,14
1139,race-color,stereo,-33.27671132227988,-34.36184733340269,24,24
1140,physical-appearance,stereo,-10.213886617875346,-15.040478702745524,18,18
1141,race-color,stereo,-12.386947216918998,-11.108823326416314,14,14
1142,socioeconomic,stereo,-47.501895286142826,-48.250659381155856,17,17
1143,disability,stereo,-6.904100990497682,-6.599408473230142,18,18
1144,religion,stereo,-48.632790950126946,-50.239535002969205,14,14
1145,race-color,stereo,-39.27330933371559,-38.03631184156984,23,23
1146,nationality,stereo,-29.935209335759282,-30.822460961528122,14,14
1147,physical-appearance,stereo,-32.993101394560654,-30.62745190449641,20,20
1148,age,stereo,-19.361452259588987,-19.728745622676797,8,8
1149,age,stereo,-15.287507578730583,-13.010690174996853,10,10
1150,race-color,stereo,-26.919275604188442,-27.143858712166548,11,11
1151,socioeconomic,stereo,-12.850417781621218,-13.066938690841198,12,12
1152,nationality,stereo,-29.750877340775332,-36.08937098952072,21,21
1153,race-color,stereo,-27.955866510485066,-28.568920633057132,20,20
1154,gender,stereo,-7.247591528110206,-3.629095620359294,8,8
1155,race-color,stereo,-17.06359965156298,-14.32679133437341,9,9
1156,sexual-orientation,stereo,-24.504105854808586,-22.599355136277154,28,28
1157,race-color,stereo,-8.00267825644687,-8.49027685631313,13,13
1158,socioeconomic,stereo,-30.68018401658628,-22.756772661115974,13,13
1159,race-color,stereo,-22.27290773119239,-20.779108042614098,23,23
1160,race-color,stereo,-25.79685890674591,-29.825879821553826,10,10
1161,sexual-orientation,stereo,-10.639679426567454,-10.019081416754489,14,14
1162,socioeconomic,stereo,-13.304379851557314,-12.043762180022895,10,10
1163,religion,stereo,-33.27997514978051,-33.4531911239028,12,12
1164,race-color,stereo,-33.91776793616009,-33.60929385453346,15,15
1165,race-color,stereo,-16.314265724271536,-15.157359805889428,13,13
1166,race-color,stereo,-13.823664557712618,-14.298204385821009,16,16
1167,race-color,stereo,-30.056838063057512,-25.53757281624712,9,9
1168,religion,stereo,-11.976228293729946,-15.268638645669853,16,16
1169,sexual-orientation,stereo,-27.321094643324614,-31.963986109942198,11,11
1170,socioeconomic,stereo,-7.289681036956608,-9.10362570360303,19,19
1171,race-color,stereo,-33.64088290033396,-33.531479953671806,20,20
1172,socioeconomic,stereo,-44.30293000116944,-46.75506037566811,16,16
1173,race-color,stereo,-10.398955472250236,-11.286442715645535,8,8
1174,socioeconomic,stereo,-39.472302440553904,-39.33111060783267,10,10
1175,sexual-orientation,stereo,-18.23100356757641,-19.906786426901817,7,7
1176,religion,stereo,-55.538647879846394,-53.563879335299134,16,16
1177,socioeconomic,stereo,-19.39472383503312,-17.388788203114814,18,18
1178,sexual-orientation,stereo,-23.199148941319436,-23.625102183083072,16,16
1179,race-color,stereo,-24.76305915330886,-24.433984960400267,23,23
1180,race-color,stereo,-11.125631756356569,-11.488079691080173,14,14
1181,age,stereo,-17.2084913562785,-18.206405802865902,13,13
1182,gender,antistereo,-4.329829575566691,-6.847049529576907,13,13
1183,socioeconomic,stereo,-73.1313445930018,-71.48707047458217,46,46
1184,sexual-orientation,stereo,-8.960054689086974,-10.15586607530713,9,9
1185,race-color,stereo,-17.286055904132468,-17.546498288003477,17,17
1186,race-color,stereo,-3.141860006027855,-2.9019844867289066,15,15
1187,socioeconomic,stereo,-45.61982706398703,-46.22717418440152,19,19
1188,socioeconomic,antistereo,-9.1688939393498,-9.432375296019018,15,15
1189,disability,stereo,-37.23050433991011,-39.684398129116744,16,16
1190,gender,stereo,-4.793426925138192,-4.982843455727561,14,14
1191,age,stereo,-12.513233212055638,-12.90218091045972,17,17
1192,sexual-orientation,stereo,-32.02109342813492,-34.56267162784934,12,12
1193,race-color,stereo,-22.641133651137352,-20.704474525526166,12,12
1194,nationality,stereo,-21.86104099984368,-22.00806488784292,12,12
1195,nationality,stereo,-13.59998975880444,-14.45728658256121,11,11
1196,race-color,stereo,-14.571639254689217,-13.574588919989765,16,16
1197,religion,stereo,-29.055817088112235,-31.248531914316118,14,14
1198,nationality,antistereo,-34.71985311806202,-37.024700336158276,8,8
1199,race-color,stereo,-18.055241228212026,-17.14254105944201,10,10
1200,race-color,antistereo,-11.58037719503045,-11.042654545977712,12,12
1201,gender,antistereo,-37.00502962987548,-37.93329964113809,21,21
1202,race-color,antistereo,-25.837496861518957,-26.81378977580789,16,16
1203,race-color,stereo,-18.207074854057282,-18.991254988592118,13,13
1204,socioeconomic,stereo,-36.81627782713622,-37.457841229625046,16,16
1205,nationality,stereo,-60.45760116093743,-57.59575030305268,35,35
1206,disability,stereo,-42.997256323131296,-45.1132138976609,40,40
1207,race-color,stereo,-31.42481713485904,-30.82900798274204,18,18
1208,gender,antistereo,-17.17295620869845,-15.594851461239159,11,11
1209,sexual-orientation,stereo,-15.556166906811086,-22.27586778991281,13,13
1210,religion,stereo,-3.0658905322452483,-4.869350797700463,11,11
1211,race-color,antistereo,-39.35782229684992,-39.10290749577689,17,17
1212,socioeconomic,stereo,-21.78859943416319,-26.41641079634428,17,17
1213,race-color,stereo,-11.696964034461416,-10.800616631226148,7,7
1214,sexual-orientation,stereo,-15.662789145426359,-17.23356794337451,11,11
1215,socioeconomic,stereo,-7.3087919019162655,-6.896757498383522,8,8
1216,physical-appearance,stereo,-20.671521620824933,-19.851344233378768,15,15
1217,nationality,stereo,-49.96238853922114,-50.2436111359857,16,16
1218,nationality,stereo,-11.981933622875658,-10.414956277192687,16,16
1219,gender,stereo,-7.789411822857801,-8.434635279583745,14,14
1220,gender,antistereo,-21.95023035176564,-23.25454588024877,13,13
1221,socioeconomic,stereo,-9.273756388807556,-8.55137758637283,15,15
1222,race-color,stereo,-21.401105581608135,-21.16531687314273,22,22
1223,race-color,stereo,-21.492811280186288,-25.53646059476887,16,16
1224,sexual-orientation,stereo,-32.040126567706466,-32.0941000841558,14,14
1225,gender,stereo,-13.898583945541759,-10.604287964033574,18,18
1226,race-color,stereo,-32.63550341967493,-30.51742492429912,10,10
1227,gender,stereo,-48.686626949114725,-49.75432387518231,23,23
1228,race-color,stereo,-11.42676917060453,-15.762574879947351,16,16
1229,disability,stereo,-22.928981154716894,-22.3100257034057,14,14
1230,race-color,stereo,-24.372785322368145,-26.95876040868461,12,12
1231,sexual-orientation,stereo,-9.226158171135467,-11.224391108495183,9,9
1232,disability,stereo,-22.57065482022881,-22.551933936745627,12,12
1233,socioeconomic,stereo,-38.27383693337106,-38.48445695100236,25,25
1234,socioeconomic,stereo,-34.67703218368115,-40.507402697519865,17,17
1235,age,stereo,-14.306582547957078,-24.688662932720035,15,15
1236,religion,stereo,-9.11502356256824,-7.19395665731281,10,10
1237,race-color,stereo,-7.874109860276803,-8.309839629131602,13,13
1238,gender,stereo,-23.817805223632604,-22.417739164549857,13,13
1239,gender,stereo,-16.0582110080868,-16.26360426377505,14,14
1240,sexual-orientation,stereo,-37.88716913992516,-41.1666516813346,20,20
1241,religion,stereo,-41.69189992174506,-43.1116808867082,23,23
1242,gender,stereo,-41.99836220295401,-44.11972541589057,26,26
1243,race-color,antistereo,-31.284512519836426,-29.600487992167473,7,7
1244,race-color,stereo,-15.23427482880652,-19.545877106953412,8,8
1245,race-color,stereo,-12.787506260923692,-16.336132682015887,17,17
1246,race-color,antistereo,-11.930356778058922,-12.953623856432387,11,11
1247,nationality,stereo,-53.04612311627716,-50.314795700018294,22,22
1248,race-color,stereo,-40.836834154615644,-41.03560780713451,32,32
1249,race-color,antistereo,-28.487671338021755,-30.95594670251012,19,19
1250,race-color,stereo,-26.719263726845384,-28.70749333500862,15,15
1251,race-color,stereo,-36.09395365175442,-36.261555155942915,14,14
1252,race-color,stereo,-65.19923993945122,-64.69179692864418,16,16
1253,gender,antistereo,-21.106195429805666,-19.87120874086395,13,13
1254,sexual-orientation,stereo,-32.81448676344007,-34.096905797719955,11,11
1255,race-color,stereo,-13.840282887627836,-13.976556497684214,16,16
1256,race-color,stereo,-40.201600185526324,-37.32270621717268,21,21
1257,race-color,antistereo,-46.50543471409037,-47.13429036384332,15,15
1258,gender,stereo,-17.15514219787292,-16.605761591730698,18,18
1259,socioeconomic,antistereo,-8.101429309463128,-8.131488133687526,16,16
1260,socioeconomic,stereo,-23.948869562307664,-19.467166780328625,19,19
1261,nationality,stereo,-4.5918754843987415,-5.781241874674379,14,14
1262,disability,stereo,-26.544934754769194,-26.620112976554083,29,29
1263,nationality,stereo,-20.006774492678232,-24.52510781478486,15,15
1264,race-color,antistereo,-5.931918090034742,-11.283708034956362,12,12
1265,race-color,stereo,-7.162898052716628,-7.781521726516075,13,13
1266,socioeconomic,antistereo,-5.933347019839857,-7.984133054844278,9,9
1267,physical-appearance,stereo,-72.50061887549236,-71.98559569986537,31,31
1268,socioeconomic,stereo,-41.50126294977963,-41.42765946686268,19,19
1269,religion,stereo,-38.443861799314504,-39.11612759977277,36,36
1270,gender,antistereo,-37.7494270901916,-39.19470590293622,24,24
1271,gender,stereo,-20.12562369555235,-27.778593000024557,12,12
1272,nationality,stereo,-41.73073491003743,-41.337527569758095,18,18
1273,sexual-orientation,antistereo,-57.9864654596895,-53.79560909047723,24,24
1274,race-color,stereo,-114.44394426606596,-114.91023344825953,37,37
1275,gender,stereo,-5.609570402778438,-5.62316298462428,12,12
1276,religion,stereo,-22.321527959080413,-23.139618582616094,21,21
